customerID,gender,SeniorCitizen,Partner,Dependents,Day,year,month
0983-TATYJ,Female,,Yes,No,11,1995,6
1813-JYWTO,Female,,Yes,No,9,2011,4
0156-FVPTA,Male,,Yes,No,27,2007,1
1984-FCOWB,Female,,Yes,No,22,1995,6
0654-HMSHN,Male,,Yes,Yes,21,1980,12
6719-OXYBR,Male,,No,No,2,1992,1
3312-ZWLGF,Male,,Yes,No,10,2005,6
6476-YHMGA,Female,,Yes,Yes,10,1997,4
5287-QWLKY,Male,,Yes,Yes,16,1984,12
0795-XCCTE,Male,,No,No,30,2008,5
0168-XZKBB,Female,,Yes,No,13,1982,9
3785-NRHYR,Male,,No,No,8,1990,7
5196-SGOAK,Female,,No,No,5,2009,11
4537-DKTAL,Female,,No,No,21,1991,6
7072-MBHEV,Female,,Yes,Yes,4,1999,4
5602-BVFMK,Female,,No,No,6,2004,5
6297-NOOPG,Female,,Yes,No,17,1986,12
1891-UAWWU,Female,,Yes,No,1,1993,8
8204-TIFGJ,Female,,No,No,26,1991,12
8050-DVOJX,Male,,No,No,9,1995,7
6108-OQZDQ,Female,,Yes,Yes,3,1988,5
0363-QJVFX,Male,,No,No,14,1981,2
8903-XEBGX,Male,,No,Yes,9,1986,9
8169-SAEJD,Male,,Yes,No,11,1996,9
9840-DVNDC,Male,,No,No,24,2008,9
1089-XZWHH,Female,,Yes,Yes,14,1998,11
2325-WINES,Female,,No,No,5,1984,3
6064-ZATLR,Female,,No,No,17,1986,8
3096-JRDSO,Female,,Yes,No,30,2002,10
7824-PANSQ,Male,,No,No,21,2004,12
8042-JVNFH,Male,,No,No,30,2005,6
9648-BCHKM,Female,,Yes,Yes,25,1992,10
2888-ADFAO,Female,,Yes,Yes,17,2000,2
8707-HOEDG,Female,,Yes,Yes,25,2007,12
3374-LXDEV,Female,,No,No,26,1984,1
4072-IPYLT,Female,,Yes,Yes,22,1992,3
7167-PCEYD,Male,,No,No,18,1995,5
4936-YPJNK,Female,,No,No,3,1993,7
1580-BMCMR,Male,,No,No,15,2011,7
4817-KEQSP,Female,,Yes,Yes,10,1985,4
6408-WHTEF,Male,,Yes,Yes,9,1982,3
9251-AWQGT,Female,,Yes,Yes,30,2007,1
8749-CLJXC,Male,,No,No,16,1993,3
7989-VCQOH,Male,,Yes,Yes,8,1990,11
5049-GLYVG,Male,,No,No,12,2009,5
4199-QHJNM,Male,,Yes,No,19,2000,5
8882-TLVRW,Male,,Yes,Yes,30,2007,11
5883-GTGVD,Male,,No,No,16,1994,2
5135-GRQJV,Male,,Yes,No,14,1984,8
2384-OVPSA,Female,,No,No,4,2002,6
1371-WEPDS,Male,,Yes,No,24,2002,10
3580-GICBM,Female,,Yes,Yes,23,1984,2
4817-QRJSX,Female,,No,No,14,1995,5
9730-DRTMJ,Male,,Yes,No,18,2008,1
4686-UXDML,Female,,No,No,19,2012,12
3349-ANQNH,Female,,No,No,19,2008,2
2398-YPMUR,Female,,Yes,No,12,1987,8
0932-YIXYU,Female,,No,No,17,1982,2
7480-SPLEF,Male,,Yes,Yes,4,1987,8
7636-XUHWW,Male,,No,No,10,2012,9
1431-CYWMH,Female,,Yes,Yes,19,2006,7
5937-EORGB,Male,,Yes,No,15,1994,9
6349-JDHQP,Female,,No,No,7,1983,6
5539-HIVAK,Female,,Yes,No,6,2005,12
5847-MXBEO,Male,,No,No,7,2010,4
9985-MWVIX,Female,,No,No,4,1996,11
4583-PARNH,Male,,Yes,No,4,1996,1
1116-FRYVH,Female,,Yes,Yes,15,2010,2
1421-HCERK,Male,,Yes,No,28,1992,6
9633-XQABV,Female,,No,No,29,2002,1
0716-BQNDX,Male,,No,No,24,1987,6
1265-XTECC,Female,,Yes,No,12,1990,3
1183-CANVH,Female,,Yes,No,9,1990,12
1972-XMUWV,Female,,Yes,No,7,2000,12
8679-LZBMD,Male,,Yes,No,2,2008,6
3407-JMJQQ,Female,,Yes,Yes,3,2006,4
6252-DFGTK,Female,,Yes,No,9,1980,2
1539-LNKHM,Female,,No,No,7,1985,6
8645-KOMJQ,Male,,Yes,Yes,18,1992,2
0289-IVARM,Female,,No,No,9,1990,12
9761-XUJWD,Male,,No,No,9,1999,5
4057-FKCZK,Male,,Yes,Yes,9,2000,7
4291-TPNFG,Male,,Yes,No,11,1987,10
6087-YPWHO,Male,,Yes,No,9,1996,1
3090-QFUVD,Female,,No,No,21,1982,10
2237-ZFSMY,Female,,No,No,8,1995,6
1722-LDZJS,Male,,Yes,Yes,24,2012,6
1818-ESQMW,Female,,No,No,13,1994,9
4871-JTKJF,Female,,No,No,8,1987,7
1415-YFWLT,Female,,No,No,27,2007,2
7401-RUBNK,Female,,Yes,No,23,1994,10
0506-YLVKJ,Male,,Yes,Yes,28,2012,2
8661-BOYNW,Female,,Yes,No,20,1999,11
6711-VTNRE,Female,,No,No,30,1986,2
4815-GBTCD,Female,,Yes,No,2,1985,5
2805-AUFQN,Female,,No,No,23,2007,6
0980-PVMRC,Female,,Yes,Yes,3,2009,10
7233-DRTRF,Male,,Yes,No,5,1996,3
3500-RMZLT,Female,,No,No,11,1997,6
3873-NFTGI,Male,,No,No,27,1993,5
1162-ECVII,Male,,Yes,No,28,2003,7
7048-GXDAY,Male,,No,No,20,2009,9
8571-ZCMCX,Female,,Yes,Yes,30,1995,9
1169-WCVAK,Male,,Yes,No,28,1995,12
4548-SDBKE,Female,,No,No,10,2012,9
8066-POXGX,Female,,No,No,6,2007,7
7129-CAKJW,Female,,No,No,23,2003,9
8695-ARGXZ,Male,,Yes,No,22,1993,11
3570-YUEKJ,Female,,No,No,26,1999,11
4143-OOBWZ,Male,,Yes,No,23,1996,10
1555-HAPSU,Female,,Yes,Yes,1,2006,5
1697-NVVGY,Male,,Yes,No,9,2012,1
7854-EKTJL,Female,,No,Yes,25,1995,9
8464-EETCQ,Male,,No,No,22,1983,5
2419-FSORS,Male,,Yes,No,29,1997,6
8132-YPVBX,Female,,No,No,29,1990,1
9102-IAYHT,Female,,Yes,Yes,26,2006,10
6754-LZUKA,Male,,Yes,No,28,2007,9
3422-LYEPQ,Male,,Yes,Yes,3,2003,10
8099-MZPUJ,Male,,Yes,Yes,22,2001,12
0787-LHDYT,Male,,No,No,17,1987,9
2642-DTVCO,Male,,No,No,16,2000,9
0374-IOEGQ,Female,,No,No,10,2007,3
4361-JEIVL,Male,,No,Yes,13,1999,3
3197-NNYNB,Male,,No,No,29,1990,6
3396-DKDEL,Female,,Yes,Yes,5,1986,8
1752-OZXFY,Male,,Yes,No,10,2010,5
9066-QRSDU,Female,,Yes,No,1,2005,5
9112-WSNPU,Female,,No,No,9,1982,5
9867-NNXLC,Female,,No,No,29,2012,6
5321-NTRKC,Male,,Yes,Yes,18,1992,12
1363-TXLSL,Male,,Yes,No,6,1994,8
9507-EXLTT,Female,,Yes,No,14,2009,10
3161-GETRM,Male,,Yes,Yes,18,2008,9
0402-OAMEN,Female,,Yes,Yes,22,1994,10
6933-VLYFX,Male,,Yes,Yes,30,1980,3
6754-WKSHP,Male,,No,Yes,29,1992,3
9846-GKXAS,Female,,No,No,15,2001,11
6017-PPLPX,Male,,Yes,Yes,2,1989,9
4976-LNFVV,Male,,Yes,No,26,2006,9
5055-MGMGF,Female,,Yes,No,18,1995,11
4641-FROLU,Female,,Yes,Yes,14,2004,6
2862-JVEOY,Male,,No,No,23,1992,2
2969-QWUBZ,Female,,No,No,23,2008,1
9822-BIIGN,Male,,Yes,Yes,20,1998,7
2077-MPJQO,Male,,Yes,No,29,1993,5
1534-OULXE,Female,,Yes,Yes,8,1994,5
7136-RVDTZ,Male,,No,No,30,2012,10
2971-SGAFL,Female,,No,No,19,1980,4
1480-IVEVR,Male,,Yes,No,11,2008,10
2905-KFQUV,Female,,Yes,No,23,2011,1
4581-SSPWD,Female,,No,No,5,1986,8
3370-HXOPH,Female,,No,No,4,2000,11
9391-YZEJW,Female,,No,No,21,2003,8
9958-MEKUC,Male,,Yes,Yes,1,2009,6
0281-CNTZX,Male,,Yes,No,5,1995,9
6927-WTFIV,Male,,No,No,11,1995,12
4118-CEVPF,Female,,No,No,30,1981,1
3398-ZOUAA,Male,,Yes,No,3,1992,3
9114-VEPUF,Male,,Yes,No,9,2008,12
7876-BEUTG,Female,,No,No,22,1991,2
2338-BQEZT,Female,,No,No,15,1996,11
9873-MNDKV,Female,,No,No,3,2008,7
0378-NHQXU,Female,,Yes,Yes,28,2006,8
8241-JUIQO,Female,,No,No,26,1988,11
2194-IIQOF,Female,,Yes,No,11,2006,11
4512-ZUIYL,Female,,No,No,28,2004,3
9631-RXVJM,Male,,No,No,7,1994,1
9584-EXCDZ,Female,,No,No,11,2007,11
7969-AULMZ,Female,,No,No,23,1997,1
5093-FEGLU,Female,,Yes,No,5,1988,10
2621-UDNLU,Female,,Yes,No,26,1981,4
7526-IVLYU,Male,,No,No,7,2006,6
2428-HYUNX,Male,,Yes,No,5,1989,12
9214-EKVXR,Female,,No,No,29,1983,3
3410-MHHUM,Female,,Yes,Yes,23,1982,10
0568-ONFPC,Male,,Yes,Yes,10,2007,4
0733-VUNUW,Male,,No,No,15,2002,8
4550-EVXNY,Female,,No,Yes,29,1999,6
2122-YWVYA,Female,,No,No,2,2009,12
2968-SSGAA,Female,,No,No,1,2010,5
2296-DKZFP,Female,,Yes,No,15,1986,6
4844-JJWUY,Female,,No,No,30,2007,8
6777-TGHTM,Female,,No,No,23,1984,5
8909-BOLNL,Male,,No,No,10,1993,3
6603-YRDCJ,Male,,Yes,No,12,2008,5
3538-WZPHD,Male,,No,No,10,1991,8
3229-USWAR,Female,,No,No,28,1992,12
2138-VFAPZ,Female,,Yes,Yes,24,1992,6
6131-JLWZM,Female,,No,No,22,1989,9
4785-QRJHC,Male,,Yes,No,19,1999,8
0269-XFESX,Male,,Yes,Yes,21,1990,1
1709-EJDOX,Female,,Yes,Yes,23,2010,4
4316-XCSLJ,Male,,No,Yes,26,2008,11
8610-WFCJF,Female,,Yes,Yes,17,2005,1
9693-XMUOB,Male,,Yes,No,6,1997,11
0383-CLDDA,Female,,No,No,3,2000,6
4905-JEFDW,Male,,No,No,6,2008,5
2709-UQGNP,Male,,No,No,27,1995,10
3549-ZTMNH,Male,,Yes,Yes,20,1995,10
7881-INRLC,Male,,No,No,16,1993,9
8033-ATFAS,Female,,Yes,Yes,27,2008,11
1635-NZATJ,Male,,Yes,No,19,1992,10
0562-HKHML,Male,,Yes,Yes,27,2005,5
8277-RVRSV,Female,,Yes,Yes,14,1982,6
9943-VSZUV,Male,,No,No,22,1987,11
0117-LFRMW,Male,,Yes,Yes,24,1985,8
6172-FECYY,Male,,Yes,Yes,13,2001,11
7054-ENNGU,Female,,Yes,No,28,1999,10
1455-HFBXA,Male,,Yes,No,14,1980,9
9402-CXWPL,Female,,No,No,26,2003,9
1628-BIZYP,Male,,No,No,23,2003,12
1965-AKTSX,Female,,No,No,10,2007,7
0082-LDZUE,Male,,No,No,3,2007,1
4786-UKSNZ,Male,,No,No,7,1990,12
5343-SGUBI,Female,,No,No,13,2007,7
0856-NAOES,Male,,No,No,4,2002,4
1976-AZZPJ,Male,,Yes,No,18,1996,8
7248-VZQLC,Female,,No,No,2,1986,2
6156-UZDLF,Female,,No,No,5,1991,9
3099-OONVS,Male,,Yes,Yes,11,1995,10
9500-WBGRP,Male,,No,No,4,1997,7
5183-KLYEM,Female,,No,No,15,1985,4
5144-PQCDZ,Male,,No,No,20,1990,5
8514-VZHEB,Male,,Yes,Yes,27,2012,12
6625-IUTTT,Male,,No,No,25,1980,3
9355-NPPFS,Female,,No,No,3,2008,3
0068-FIGTF,Female,,No,No,16,1982,3
5965-GGPRW,Male,,Yes,Yes,22,2003,9
8035-PWSEV,Female,,No,No,20,1987,2
2236-HILPA,Male,,Yes,Yes,7,1992,8
1840-BIUOG,Male,,No,No,19,1988,4
1356-MKYSK,Male,,No,No,21,1995,2
6080-LNESI,Male,,No,No,3,2006,11
1830-IPXVJ,Female,,Yes,Yes,21,2009,8
5828-DWPIL,Male,,Yes,No,3,2001,9
8398-TBIYD,Female,,No,No,30,1991,7
0011-IGKFF,Male,,Yes,No,25,2003,4
4192-GORJT,Male,,Yes,No,8,2011,8
6496-SLWHQ,Male,,No,No,14,1998,2
9912-GVSEQ,Female,,Yes,No,5,1995,3
2931-FSOHN,Male,,No,No,9,2011,12
9418-RUKPH,Female,,Yes,Yes,12,1998,1
5383-MMTWC,Female,,Yes,No,26,1996,10
9971-ZWPBF,Male,,Yes,Yes,19,1992,1
4712-AUQZO,Male,,No,No,30,1993,5
9711-FJTBX,Male,,Yes,Yes,24,1990,1
2908-ZTPNF,Female,,No,No,25,2010,8
7240-ETPTR,Female,,Yes,No,13,2007,3
2202-CUYXZ,Male,,No,No,26,1981,2
5995-OIGLP,Male,,No,No,26,1999,9
8421-WZOOW,Female,,Yes,Yes,24,2008,7
6261-RCVNS,Female,,No,No,2,2009,6
7951-QKZPL,Female,,Yes,Yes,28,2005,1
1414-YADCW,Male,,Yes,No,11,1993,6
8756-RDDLT,Female,,No,No,8,2001,3
2862-PFNIK,Male,,No,Yes,17,2006,2
5816-QVHRX,Female,,No,No,22,2004,3
4430-YHXGG,Female,,No,Yes,17,1998,9
6888-SBYAI,Male,,No,No,22,2001,7
7395-XWZOY,Male,,No,No,7,2002,11
7169-YWAMK,Male,,Yes,Yes,4,1997,5
3640-PHQXK,Female,,No,No,28,1997,11
6877-LGWXO,Male,,Yes,No,20,1984,6
6859-RKMZJ,Male,,Yes,No,1,1997,2
2729-VNVAP,Female,,Yes,Yes,19,2008,11
2957-JIRMN,Female,,No,No,14,2000,8
2049-BAFNW,Female,,No,No,26,2012,8
3842-QTGDL,Male,,Yes,No,8,1987,1
7163-OCEQI,Male,,Yes,Yes,22,1992,3
9782-LGXMC,Female,,Yes,Yes,26,2007,1
5975-BAICR,Male,,Yes,Yes,20,1995,6
8019-ENHXU,Male,,Yes,No,14,1997,5
5167-GBFRE,Male,,No,No,10,2011,4
9033-EOXWV,Female,,No,No,10,1998,6
4673-KKSLS,Female,,No,No,22,1994,2
4853-OITSN,Male,,Yes,No,27,1996,10
9800-OUIGR,Male,,Yes,Yes,3,1990,6
1324-NLTJE,Female,,No,No,13,1993,11
2324-EFHVG,Male,,No,No,13,2008,1
7094-MSZAO,Male,,Yes,Yes,28,1983,8
1522-VVDMG,Male,,Yes,Yes,12,2005,10
6907-CQGPN,Male,,No,No,2,1984,5
0780-XNZFN,Male,,No,No,7,2011,3
0239-OXEXL,Female,,No,No,21,1987,11
2675-IJRGJ,Male,,No,No,14,1984,9
7049-GKVZY,Female,,No,No,29,1993,9
8577-QSOCG,Female,,Yes,Yes,6,1997,5
3721-CNZHX,Male,,No,No,18,1996,7
0212-ISBBF,Female,,No,No,3,1980,7
9185-TQCVP,Male,,Yes,No,23,2001,11
3585-YNADK,Female,,Yes,No,9,1987,7
5271-DBYSJ,Male,,No,No,26,1980,12
1099-GODLO,Female,,Yes,Yes,10,1988,7
6828-HMKWP,Male,,Yes,Yes,13,2007,12
5567-WSELE,Male,,Yes,No,18,2010,2
1472-TNCWL,Male,,No,Yes,1,2010,11
8063-RJYNF,Male,,No,No,16,1995,6
0687-ZVTHB,Male,,Yes,Yes,21,1990,2
2080-GKCWQ,Male,,No,No,27,2010,9
9661-ACXBS,Female,,No,No,14,1984,5
2193-SFWQW,Male,,Yes,Yes,24,1998,4
5656-JAMLX,Male,,No,No,14,2006,5
3462-BJQQA,Female,,No,No,25,1993,9
0442-TDYUO,Male,,Yes,No,15,1986,3
6733-LRIZX,Male,,No,No,16,1986,3
9503-XJUME,Male,,No,Yes,11,2003,5
4367-NHWMM,Female,,No,No,6,2003,4
3727-RJMEO,Male,,Yes,No,13,1986,4
3779-OSWCF,Female,,Yes,No,15,2008,9
6736-DHUQI,Female,,Yes,Yes,19,2006,1
3915-ODIYG,Male,,No,No,5,2002,8
1360-RCYRT,Male,,Yes,Yes,29,1988,1
2724-FJDYW,Male,,No,Yes,6,1999,2
4451-RWASJ,Male,,Yes,Yes,26,2009,11
6646-VRFOL,Male,,Yes,No,6,1995,2
3460-TJBWI,Male,,Yes,Yes,25,2008,1
5917-HBSDW,Female,,Yes,Yes,19,2009,8
5685-IIXLY,Female,,Yes,Yes,13,1988,8
5671-UUNXD,Female,,Yes,No,8,1989,12
0956-ACVZC,Female,,No,No,3,2008,9
2325-NBPZG,Female,,No,No,8,2011,1
4250-ZBWLV,Male,,No,No,20,2012,1
4482-FTFFX,Male,,No,No,29,2001,6
8859-DZTGQ,Male,,No,No,18,2008,11
0440-MOGPM,Female,,No,No,13,1995,10
0020-JDNXP,Female,,Yes,Yes,20,1988,6
3752-CQSJI,Female,,Yes,Yes,22,2003,8
5025-GOOKI,Female,,No,No,25,1986,10
4698-KVLLG,Female,,No,No,4,2007,12
5095-AESKG,Female,,Yes,No,30,1984,7
2887-JPYLU,Female,,No,Yes,24,1983,6
4770-QAZXN,Female,,No,No,26,1999,5
4896-CPRPF,Male,,Yes,Yes,12,1983,8
1871-MOWRM,Male,,Yes,No,17,2007,3
9714-EDSUC,Male,,No,No,7,1980,2
2027-OAQQC,Female,,No,No,26,1993,4
0282-NVSJS,Female,,Yes,Yes,13,1989,4
9090-SGQXL,Male,,Yes,No,2,1991,3
6595-YGXIT,Male,,No,No,2,2011,1
7353-YOWFP,Female,,No,No,7,1983,6
9835-ZIITK,Male,,Yes,No,6,1994,11
8008-ESFLK,Female,,Yes,No,10,1989,8
7537-CBQUZ,Male,,No,No,27,1991,2
1555-DJEQW,Female,,Yes,Yes,30,2003,6
5649-TJHOV,Male,,Yes,No,29,2007,3
0519-XUZJU,Female,,No,No,28,1989,4
3363-EWLGO,Female,,No,No,9,1994,1
4750-UKWJK,Female,,Yes,No,23,2006,6
6338-AVWCY,Male,,No,No,20,1999,10
1689-YQBYY,Female,,No,Yes,27,2006,3
4487-ZYJZK,Female,,Yes,Yes,19,1989,12
2959-FENLU,Female,,No,No,30,1986,7
0708-LGSMF,Male,,Yes,No,28,1981,7
9253-QXKBE,Male,,Yes,No,14,2012,4
7634-HLQJR,Female,,Yes,Yes,3,1988,4
0487-RPVUM,Male,,Yes,No,29,2006,1
4079-ULGFR,Male,,No,No,18,1990,6
2516-XSJKX,Female,,Yes,Yes,16,1988,10
0057-QBUQH,Female,,No,Yes,19,1982,8
9445-SZLCH,Female,,Yes,Yes,10,2001,11
6599-SFQVE,Female,,No,No,3,1999,3
8331-ZXFOE,Female,,No,No,25,2009,9
4003-FUSHP,Male,,No,No,21,1987,5
0356-ERHVT,Male,,Yes,No,30,2001,9
7325-ENZFI,Female,,No,No,12,2003,8
4884-ZTHVF,Female,,No,No,4,1996,4
3920-HIHMQ,Female,,No,Yes,5,1983,2
3055-OYMSE,Female,,No,No,22,1987,11
0613-WUXUM,Female,,Yes,Yes,7,2000,8
7568-PODML,Male,,No,No,30,1984,10
4458-KVRBJ,Male,,No,No,16,1989,9
5349-IECLD,Male,,No,No,10,1987,3
1397-XKKWR,Male,,No,No,27,2003,12
3945-GFWQL,Female,,No,Yes,14,2006,10
8097-OMULG,Male,,Yes,Yes,12,1987,12
6013-BHCAW,Male,,Yes,Yes,24,1984,11
0401-WDBXM,Male,,Yes,Yes,28,1987,3
3387-PLKUI,Female,,Yes,Yes,17,1995,12
6096-EGVTU,Female,,Yes,Yes,7,2009,2
3797-VTIDR,Male,,Yes,No,3,1995,3
5081-NWSUP,Female,,No,No,14,1985,10
2580-ATZSQ,Female,,Yes,Yes,8,2007,6
8085-MSNLK,Female,,Yes,No,22,1999,6
9691-HKOVS,Female,,Yes,No,22,1984,1
9881-VCZEP,Female,,Yes,No,5,1987,11
9526-BIHHD,Male,,No,No,11,2005,1
8757-TFHHJ,Male,,No,No,18,1989,10
4523-WXCEF,Female,,Yes,No,2,1981,1
1468-DEFNC,Male,,Yes,Yes,21,1980,10
5119-KEPFY,Male,,Yes,No,8,1985,12
8364-TRMMK,Female,,No,No,9,2004,3
0916-KNFAJ,Male,,Yes,No,7,2000,6
8319-QBEHW,Male,,No,Yes,8,1996,5
3063-QFSZL,Female,,No,No,9,2001,3
8775-LHDJH,Female,,Yes,No,10,2003,3
9625-QNLUX,Male,,Yes,Yes,26,1990,3
3097-NQYSN,Male,,Yes,No,3,1998,3
4024-CSNBY,Female,,Yes,No,7,2005,9
7110-BDTWG,Female,,Yes,No,29,1983,11
7493-GVFIO,Male,,No,No,26,2006,8
0690-SRQID,Male,,No,No,25,1981,3
9605-WGJVW,Female,,No,No,13,1992,5
9114-DPSIA,Male,,Yes,Yes,1,2012,1
4700-UBQMV,Male,,Yes,Yes,12,1996,4
7711-GQBZC,Female,,Yes,Yes,11,2007,3
3565-UNOCC,Female,,Yes,No,19,2008,1
4627-MIHJH,Female,,No,No,19,1987,5
9795-NREXC,Female,,Yes,No,18,2008,4
8573-CGOCC,Male,,No,No,4,1984,4
7356-AYNJP,Female,,No,No,11,1996,3
9249-FXSCK,Female,,No,No,11,1998,11
5493-SDRDQ,Male,,No,No,23,1996,8
6286-SUUWT,Male,,No,No,25,1992,9
4819-HJPIW,Male,,No,No,16,1986,8
8654-DHAOW,Female,,No,No,30,1995,11
5438-QMDDL,Female,,Yes,No,6,2005,12
9812-GHVRI,Female,,No,No,20,2007,3
5553-AOINX,Female,,Yes,Yes,15,2009,12
1228-ZLNBX,Male,,No,No,30,2004,8
4226-KKDON,Male,,No,No,30,1988,11
3831-YCPUO,Female,,Yes,Yes,11,2012,7
7445-WMRBW,Female,,No,No,13,1991,8
3308-DGHKL,Male,,No,No,7,1991,1
9924-JPRMC,Male,,No,No,29,1990,8
0080-EMYVY,Female,,No,No,30,2010,7
6218-KNUBD,Male,,No,No,15,1997,2
7337-CINUD,Female,,Yes,Yes,2,1989,2
7609-NRNCA,Female,,No,No,3,2004,5
0623-EJQEG,Male,,No,No,3,1985,2
7153-CHRBV,Female,,Yes,Yes,5,2008,5
0871-URUWO,Male,,Yes,No,26,1999,10
9190-MFJLN,Male,,No,No,9,1990,4
6198-PNNSZ,Female,,Yes,No,24,1984,6
3317-VLGQT,Female,,Yes,No,9,2010,4
4132-POCZS,Male,,Yes,No,10,2009,8
5614-DNZCE,Female,,No,No,30,1988,7
1095-JUDTC,Female,,No,No,7,1985,4
3896-RCYYE,Female,,No,No,24,1997,12
9638-JIQYA,Male,,No,No,22,1986,8
3258-SANFR,Male,,No,No,21,2012,7
3726-TBHQT,Male,,Yes,Yes,26,1997,5
3190-ITQXP,Female,,Yes,Yes,20,1997,7
0870-VEMYL,Female,,No,No,25,1981,8
4833-QTJNO,Male,,Yes,No,9,1993,9
3039-MJSLN,Male,,No,Yes,4,2000,6
0178-CIIKR,Female,,No,No,19,1994,4
5385-SUIRI,Male,,Yes,No,22,1993,8
3982-XWFZQ,Female,,Yes,No,1,1990,1
5774-QPLTF,Male,,Yes,Yes,4,1986,6
2322-VCZHZ,Male,,Yes,No,7,1997,5
5010-IPEAQ,Female,,Yes,Yes,16,1985,12
4009-ALQFH,Female,,No,No,3,2002,7
6383-ZTSIW,Female,,Yes,No,2,2008,4
8990-YOZLV,Female,,No,No,4,2009,10
3069-SSVSN,Female,,No,No,23,1994,1
5222-IMUKT,Male,,No,No,11,2008,5
3627-FCRDW,Female,,No,No,21,1983,3
7562-GSUHK,Female,,No,No,25,2005,7
6685-XSHHU,Male,,Yes,Yes,24,2009,12
8901-UPRHR,Female,,Yes,Yes,29,1999,3
4903-UYAVB,Male,,Yes,No,26,1999,8
0118-JPNOY,Female,,No,No,16,2009,9
6776-TLWOI,Male,,No,No,30,1998,6
3845-FXCYS,Male,,No,No,29,1997,8
5857-XRECV,Female,,No,Yes,13,1986,5
0725-CXOTM,Female,,No,No,24,2006,2
4343-EJVQB,Male,,No,No,20,2010,1
9000-PLFUZ,Female,,Yes,No,29,1998,5
3427-GGZZI,Female,,Yes,No,17,1981,6
7779-ORAEL,Male,,Yes,No,5,2011,2
0644-OQMDK,Male,,No,No,15,2007,12
4077-CROMM,Female,,Yes,Yes,23,1995,12
3154-CFSZG,Male,,Yes,Yes,27,1997,1
2868-MZAGQ,Male,,No,No,22,1990,3
4847-QNOKA,Female,,No,No,23,1997,8
2220-IAHLS,Female,,No,No,25,2004,9
1658-XUHBX,Female,,Yes,Yes,3,1990,9
6379-RXJRQ,Male,,Yes,No,9,1982,3
2378-HTWFW,Male,,No,No,25,2004,4
8650-RHRKE,Male,,No,No,16,2010,12
4377-VDHYI,Male,,Yes,Yes,6,2000,10
0475-RIJEP,Male,,No,No,29,2010,9
1260-TTRXI,Male,,No,No,27,1999,12
3719-TDVQB,Female,,Yes,No,7,1993,12
6328-ZPBGN,Female,,No,No,29,2009,4
0201-MIBOL,Female,,No,No,17,1987,4
4937-QPZPO,Male,,Yes,Yes,13,1982,9
2925-VDZHY,Male,,Yes,Yes,29,1986,10
6981-TDRFT,Male,,Yes,Yes,4,1991,11
3413-CSSTH,Male,,No,No,9,1987,11
8033-VCZGH,Male,,Yes,No,12,2000,9
4789-KWMXN,Male,,Yes,No,3,1987,9
0224-NIJLP,Male,,Yes,Yes,6,1997,11
7542-CYDDM,Male,,No,No,12,2012,10
4718-WXBGI,Male,,Yes,Yes,10,2012,7
2867-UIMSS,Male,,No,No,3,2005,2
8495-PRWFH,Female,,No,No,16,2012,1
0439-IFYUN,Female,,No,No,27,2002,2
5716-LIBJC,Female,,No,Yes,1,1998,7
2868-LLSKM,Female,,Yes,Yes,24,1991,10
8111-RKSPX,Male,,No,No,27,1982,3
2988-QRAJY,Male,,No,No,12,2000,11
1585-MQSSU,Male,,No,No,29,2011,11
0071-NDAFP,Male,,Yes,Yes,1,1980,2
2856-NNASM,Male,,No,No,3,2007,8
7328-ZJAJO,Female,,Yes,Yes,14,2004,3
6458-CYIDZ,Female,,No,No,18,1996,8
8559-CIZFV,Male,,Yes,Yes,22,1987,6
1090-PYKCI,Female,,Yes,Yes,12,2005,2
3058-WQDRE,Male,,No,No,1,1999,4
7547-EKNFS,Male,,Yes,No,23,1988,2
2279-AXJJK,Male,,Yes,No,24,1990,4
6769-DYBQN,Male,,No,No,7,1985,8
0909-SELIE,Male,,Yes,No,30,1995,6
3417-TSCIC,Male,,No,No,4,1985,12
1042-HFUCW,Female,,No,Yes,7,1988,8
4439-JMPMT,Female,,Yes,Yes,23,1991,1
6537-OTKMY,Male,,No,No,23,2000,3
8999-EXMNO,Female,,Yes,Yes,2,1997,7
6725-TPKJO,Male,,No,No,14,2008,12
2446-BEGGB,Female,,No,No,7,1983,9
7162-WPHPM,Male,,Yes,Yes,2,2000,10
1599-MMYRQ,Male,,Yes,Yes,4,2009,10
8821-KVZKQ,Female,,Yes,Yes,20,2004,7
1496-GGSUK,Female,,No,No,25,2001,7
6434-TTGJP,Male,,Yes,Yes,18,2010,11
0042-JVWOJ,Male,,No,No,25,2001,10
0130-SXOUN,Male,,No,No,6,1988,1
2575-GFSOE,Female,,Yes,Yes,26,2005,8
2330-PQGDQ,Male,,Yes,Yes,8,2003,2
1452-UZOSF,Male,,Yes,Yes,21,1987,9
2097-YVPKN,Male,,No,No,12,1982,7
2842-JTCCU,Male,,No,No,7,1989,6
8597-CTXVJ,Male,,No,Yes,24,2001,7
6631-HMANX,Male,,Yes,No,22,1988,10
9962-BFPDU,Female,,Yes,Yes,3,1988,10
3296-SILRA,Female,,Yes,No,18,1984,5
9681-OXGVC,Female,,No,No,20,2003,2
6394-HHHZM,Male,,No,No,13,1984,9
5995-LFTLE,Male,,No,No,7,2008,7
5180-UCIIQ,Male,,Yes,Yes,6,2004,10
1932-UEDCX,Male,,Yes,No,28,1987,3
7153-OANIO,Male,,No,No,15,2008,7
5188-HGMLP,Male,,Yes,No,14,1991,8
